"FRAS_ref","Description","Type","Controller","OTU_OMU","BUS_GATE","Easting","Northing","Type_Of_Control","SCOOT_REGION","SCOOT_STATUS","SCOOT_COMMISSION_DATE","SCOOT_ANTICIP_DATE","SCOOT_PROGRESS","Authority","HWAYS_AGENCY_AREA","HA_AGENCY_MAINTAINED","Longitude","Latitude","Final_Longitude","Final_Latitude","_COL7","NIS_node","_Object","COMMENTS","Crossing_Facility"
"8/004","Stockport Rd /East of Cemetery Rd","Puffin","ST700","Gemini GSM","NO",392628,394350,"RMS","","",,"","","Tameside","0","",-2.112457,53.445877,"","",0,0,"","","PEDESTRIAN"
"1/092","Royal Bolton Hospital Site A /Redgate Way Near X-Ray Department","Pelican","500","","NO",371801,406445,"RMS","","",,"","","Bolton","0","",-2.42711,53.553884,"","",0,0,"","","PEDESTRIAN"
"1/093","Royal Bolton Hospital Site B/Redgate Way Nr Electricity Substation","Pelican","500","","NO",371676,406409,"RMS","","",,"","","Bolton","0","",-2.429002,53.55355,"","",0,0,"","","PEDESTRIAN"
"1/094","Royal Bolton Hospital Site C/Redgate Way","Pelican","500","","NO",371581,406188,"RMS","","",,"","","Bolton","0","",-2.430405,53.551563,"","",0,0,"","","PEDESTRIAN"
"1/095","Royal Bolton Hospital Site D/Churchill Dr","Pelican","500","","NO",371548,406161,"RMS","","",,"","","Bolton","0","",-2.430903,53.55132,"","",0,0,"","","PEDESTRIAN"
"1/097","Royal Bolton Hospital Site E /Redgate way Nr Main Entrance","Pelican","500","","NO",371635,406396,"RMS","","",,"","","Bolton","0","",-2.429613,53.553436,"","",0,0,"","","PEDESTRIAN"
"3/040","Northmoor Rd /North of Elgar St","Puffin","ST700","Gemini GSM","NO",387265,395518,"RMS","","",,"","","Manchester","0","",-2.193255,53.456271,"","",0,0,"","","PEDESTRIAN"
"3/149","Slack Rd /North of Brakenlea Dr","Puffin","ST700","Gemini GSM","NO",385575,402700,"RMS","","",,"","","Manchester","0","",-2.219028,53.52079,"","",0,0,"","","PEDESTRIAN"
"5/025","Manchester Old Rd /East of Cheetham St","Puffin","ST700","Gemini GSM","NO",386509,405644,"RMS","","",,"","","Rochdale","0","",-2.205072,53.547268,"","",0,0,"","","PEDESTRIAN"
"524","Huddersfield Rd/Soho St","Signal","ST800","Gemini UTMC","NO",393723,405341,"SCOOT","DM","COMPLETED",20060701,"","","Oldham","0","",-2.096194,53.544688,"","",0,1,"","",""
"4/021","Hollins Rd /East of Mill Gate","Puffin","ST700","Gemini GSM","NO",391647,402887,"RMS","","",,"","","Oldham","0","",-2.127454,53.522595,"","",0,0,"","","PEDESTRIAN"
"191","Burnage Ln/Lane End Rd","Signal","ST800","Gemini UTMC","NO",386029,391557,"SCOOT","CA","COMPLETE",20160726,"","","Manchester","0","",-2.211685,53.420644,"","",0,1,"","",""
"1401","Hyde Rd /East of Highfield Range","Puffin","ST700","Unspecified","NO",389777,395679,"UTC_FT","","",,"","","Manchester","0","",-2.155421,53.45778,"","",0,0,"","","PEDESTRIAN"
"1/086","De Havilland Way /West of Parklands Roundabout","Double Toucan","ST800","Gemini MOVA GSM","NO",364488,409160,"MOVA","","",,"","","Bolton","0","",-2.5378,53.577844,"","",0,0,"","","TOUCAN"
"1/080","De Havilland Way /East of Reebok Stadium Car Park Exit","Double Toucan","ST700","Gemini GSM","NO",364686,409274,"RMS","","",,"","","Bolton","0","",-2.534823,53.578879,"","",0,0,"","","TOUCAN"
"3/062","Viaduct St /South of Alderman Sq","Puffin","ST700","Gemini GSM","NO",386128,397913,"RMS","","",,"","","Manchester","0","",-2.210472,53.47777,"","",0,0,"","","PEDESTRIAN"
"8/003","Park Parade /South of Grafton St","Double Puffin","ST700","Gemini GSM","NO",394533,398988,"RMS","","",,"","","Tameside","0","",-2.083859,53.487588,"","",0,0,"","","PEDESTRIAN"
"199","Ashton Old Rd/Welcomb St","Signal","ST800","Gemini UTMC","NO",387942,397439,"UTC_FT","","",,"","","Manchester","0","",-2.183127,53.473559,"","",0,0,"","",""
"3/078","Moss Ln East /West of Playfair St","Puffin","ST700","Gemini GSM","NO",384675,395698,"RMS","C3","PLANNED",,"Major scheme bid 2009/10","","Manchester","0","",-2.232266,53.457821,"","",0,0,"","","PEDESTRIAN"
"6/078","Fairhills Rd /East of Woodrow Way","Puffin","ST700","Gemini GSM","NO",372008,393787,"RMS","","",,"","","Salford","0","",-2.422862,53.440122,"","",0,0,"","","PEDESTRIAN"
"3/079","Longley Ln/Leestone Rd","Signal","ST800","Gemini GSM","NO",383507,388998,"RMS","","",,"","","Manchester","0","",-2.249497,53.397563,"","",0,0,"","",""
"154","Oldham Rd/The Gateway","Signal","ST800","Gemini UTMC","NO",387007,400406,"SCOOT","CO","COMPLETE",,"","","Manchester","0","",-2.197337,53.500204,"","",0,1,"","",""
"9/030","Flixton Rd /East of Park Rd South","Puffin","ST700","Gemini GSM","NO",376517,394688,"RMS","","",,"","","Trafford","0","",-2.355051,53.44844,"","",0,0,"","","PEDESTRIAN"
"2127","St John St /North of Market St","Puffin","ST700","Gemini UTMC","NO",367576,403112,"SCOOT","RJT","COMPLETED",20110804,"","","Wigan","0","",-2.490536,53.523686,"","",0,1,"","","PEDESTRIAN"
"3/048","Moseley Rd /East of Belvedere Rd","Double Toucan","ST700","Gemini GSM","NO",386420,393928,"RMS","","",,"","","Manchester","0","",-2.205913,53.441962,"","",0,0,"","","TOUCAN"
"715","Station Rd /North of Boundary Rd","Puffin","ST700","","NO",377700,402076,"SCOOT","FS","COMPLETED",20110322,"","","Salford","0","",-2.337755,53.514898,"","",0,1,"","","PEDESTRIAN"
"3/080","Victoria Station Approach /South of Hunts Bank","Puffin","ST700","Gemini GSM","NO",384012,398929,"RMS","","",,"","","Manchester","0","",-2.242412,53.486841,"","",0,0,"","","PEDESTRIAN"
"1403","Kingsway /North of Briarfield Rd","Double Puffin","ST700","Gemini UTMC","NO",386189,392538,"SCOOT","CA","COMPLETE",20160726,"","","Manchester","0","",-2.209316,53.42946,"","",0,1,"","","PEDESTRIAN"
"300","Bury New Rd/Barn St","Signal","ST800","Unspecified","NO",380847,405145,"SCOOT","BP","COMPLETED",20100611,"","","Bury","0","",-2.290496,53.542612,"","",0,1,"","",""
"58","Parrs Wood Ln/Wilmslow Rd","Signal","ST800","Gemini UTMC","NO",385405,390418,"SCOOT","CA","COMPLETE",20160726,"","","Manchester","0","",-2.221023,53.410384,"","",0,1,"","",""
"223","Belmont Rd/Bar Ln/Broad o' th' Ln","Signal","ST800","Gemini UTMC","NO",371283,412086,"UTC_FT","","",,"","","Bolton","0","",-2.435448,53.604555,"","",0,0,"","",""
"875","Wellington St/Lower Hillgate/Middle Hillgate","Signal","ST800","Gemini UTMC","NO",389765,390270,"SCOOT","GO","COMPLETE",20150709,"","","Stockport","0","",-2.155431,53.409159,"","",0,1,"","",""
"136","Hathersage Rd/Manchester Royal Infimary Hospital Access","Signal","ST800","Gemini UTMC","NO",385344,395836,"UTC_FT","CU","ON-GOING",,"Major Scheme Bid 2008/09","SCOOT loops cut","Manchester","0","",-2.222193,53.459079,"","",0,0,"","",""
"3/033","Manchester Rd/Upper Chorlton Rd/Seymour Grove","Signal","ST800","Gemini MOVA GSM","YES",381956,394908,"MOVA","","",,"","","Manchester","0","",-2.27317,53.450637,"","",0,0,"","",""
"9/057","Moorside Rd /East of Bowers Ave","Double Puffin","ST700","Gemini GSM","NO",375545,395119,"RMS","","",,"","","Trafford","0","",-2.369711,53.452273,"","",0,0,"","","PEDESTRIAN"
"6/036","Moorside Rd /North of Safflower Ave","Puffin","ST700","Gemini GSM","NO",376629,401648,"RMS","","",,"","","Salford","0","",-2.353885,53.51101,"","",0,0,"","","PEDESTRIAN"
"10/014","Wigan Rd /South of Angus Ave","Puffin","ST700","Gemini GSM","NO",364613,400996,"RMS","","",,"","","Wigan","0","",-2.534997,53.504474,"","",0,0,"","","PEDESTRIAN"
"311","Bolton Rd/Ainsworth Rd","Signal","ST800","","NO",379458,410730,"UTC_FT","BT","",,"","","Bury","0","",-2.311827,53.592755,"","",0,0,"","",""
"9/038","Northenden Rd/Woodlands Rd","Signal","ST800","Gemini GSM","NO",379157,391894,"RMS","","",,"","","Trafford","0","",-2.315115,53.423445,"","",0,0,"","",""
"1/041","Bradford Rd /South of Woodgate St","Puffin","ST700","Gemini GSM","NO",372230,407296,"RMS","","",,"","","Bolton","0","",-2.420721,53.561553,"","",0,0,"","","PEDESTRIAN"
"1410","New Quay St/Water St","Signal","ST800","Gemini UTMC","NO",383148,398184,"UTC_FT","","",,"","","Manchester","0","",-2.255394,53.480125,"","",0,0,"","",""
"1/039","Leigh Rd /South of Daisy Hill Railway Station","Puffin","ST700","Gemini GSM","NO",365892,404866,"RMS","","",,"","","Bolton","0","",-2.516133,53.539338,"","",0,0,"","","PEDESTRIAN"
"10/043","Wigan Rd /East of Springfield Rd","Pegasus","ST800","Gemini GSM","NO",361113,404628,"RMS","","",,"","","Wigan","0","",-2.588206,53.536866,"","",0,0,"","","PEGASUS"
"1/045","Chorley Old Rd/New Church Rd/Doffcocker Brow","Signal","ST800","Gemini GSM","NO",368645,410520,"RMS","","",,"","","Bolton","0","",-2.475159,53.590331,"","",0,0,"","",""
"4/006","Egerton St /West of Higginshaw Rd","Toucan","ST700","Gemini GSM","NO",393087,405463,"RMS","","",,"","","Oldham","0","",-2.105788,53.545771,"","",0,0,"","","TOUCAN"
"3/133","Old Church St /North of All Saints St","Puffin","ST700","Gemini GSM","NO",388235,400417,"RMS","","",,"","","Manchester","0","",-2.178833,53.500329,"","",0,0,"","","PEDESTRIAN"
"3/024","Palatine Rd/Church Rd/Kenworthy Ln","Signal","ST800","Gemini GSM","NO",382866,390072,"RMS","","",,"","","Manchester","0","",-2.259202,53.407201,"","",0,0,"","",""
"1402","Cheetham Hill Rd/Broughton St","Signal","ST800","Gemini UTMC","NO",384268,399888,"UTC_FT","C1","PLANNED",,"Developer led schemes on adjac","SCOOT in place","Manchester","0","",-2.238596,53.49547,"","",0,0,"","",""
"237","Thicketford Rd /East of Ainsworth Ln","Puffin","ST700","Gemini UTMC","NO",372954,410368,"UTC_FT","","PLANNED",,"","","Bolton","0","",-2.410053,53.589203,"","",0,0,"","","PEDESTRIAN"
"10/045","Slag Ln /North of Crow Wood Rd","Puffin","ST700","Gemini GSM","NO",361841,398056,"RMS","","",,"","","Wigan","0","",-2.576419,53.477851,"","",0,0,"","","PEDESTRIAN"
"6/032","Barton Ln /South of Oxford St","Puffin","ST700","Gemini GSM","NO",377392,398284,"RMS","","",,"","","Salford","0","",-2.342128,53.480804,"","",0,0,"","","PEDESTRIAN"
"3/073","North Rd /West of Canberra St","Puffin","ST700","Gemini GSM","NO",388262,398737,"RMS","","",,"","","Manchester","0","",-2.178362,53.485233,"","",0,0,"","","PEDESTRIAN"
"3/074","North Rd /East of Folkestone Rd","Puffin","ST700","Gemini GSM","NO",388628,398800,"RMS","","",,"","","Manchester","0","",-2.172838,53.485809,"","",0,0,"","","PEDESTRIAN"
"10/044","Lowton Rd /South of Heywood Ave","Puffin","ST700","Gemini GSM","NO",361048,398288,"RMS","","",,"","","Wigan","0","",-2.588404,53.479882,"","",0,0,"","","PEDESTRIAN"
"5/086","M62 Jct 20 East Bound off slip/A627M Roundabout North Side/AREA10","Signal (Trunk)","ST800","Gemini MOVA GSM","NO",389678,410126,"MOVA","","",,"","","Rochdale","10","Yes",-2.157403,53.58763,"","",0,0,"","",""
"5/016","M62 Jct 20 West Bound off slip/A627M Roundabout South Side/AREA10","Signal (Trunk)","ST800","Gemini MOVA GSM","NO",389616,409931,"MOVA","","",,"","","Rochdale","10","Yes",-2.158325,53.58588,"","",0,0,"","",""
"110","Hanover St/Shude Hill","Signal","ST800","Gemini UTMC","NO",384349,398789,"UTC_FT","","",,"","","Manchester","0","",-2.237324,53.485593,"","",0,0,"Point","",""
"9/050","Trafford Wharf Rd/Sir Alex Ferguson Way","Signal","ST900","","NO",380904,396668,"RMS","","",,"","","Trafford","0","",-2.289118,53.466421,"","",0,0,"","",""
"1/046","Moss Bank Way/Stapleton Ave/Markland Hill Ln/Old Kiln Ln","Signal","ST800","Gemini MOVA GSM","NO",368075,410095,"MOVA","","",,"","","Bolton","0","",-2.483732,53.586475,"","",0,0,"","",""
"8/109","Edge Ln/Waterside View","Signal","ST800","Gemini GSM","NO",389114,397993,"RMS","","",,"","","Tameside","0","",-2.165488,53.478563,"","",0,0,"","",""
"342","M60 Jct 23 North Bound onslip/Manchester Rd/AREA10","Signal (Trunk)","ST800","Gemini UTMC","NO",392297,398323,"SCOOT","HM","COMPLETED",20080802,"","","Tameside","10","Yes",-2.117546,53.481589,"","",0,1,"","",""
"1904","Stamford St/Wakefield Rd","Signal","ST800","Gemini UTMC","NO",396238,398777,"SCOOT","HS","COMPLETED",20060601,"","","Tameside","0","",-2.058156,53.485711,"","",0,1,"","",""
"1406","Hyde Rd/Queens Ave","Signal","ST800","Gemini UTMC","NO",387844,396285,"SCOOT","CH","COMPLETED",20110301,"","","Manchester","0","",-2.184559,53.463183,"","",0,1,"Point","",""
"1405","Wilmslow Rd /South of Stenner Ln","Double Puffin","ST700","Gemini UTMC","NO",384783,390433,"SCOOT","CD","COMPLETED",20110309,"","","Manchester","0","",-2.230378,53.410499,"","",0,1,"Point","","PEDESTRIAN"
"785","Middlewood St/Hampson St","Signal","ST800","Gemini UTMC","NO",382692,398046,"SCOOT","","COMPLETE",20080514,"","","Salford","0","",-2.262262,53.478863,"","",0,1,"Point","",""
"1/122","Wigan Rd/Hulton Ln","Signal","ST800","Gemini MOVA GSM","NO",369309,407944,"MOVA","","",,"","","Bolton","0","",-2.464868,53.567215,"","",0,0,"Point","",""
"8/005","Manchester Rd/Three Counties","Signal","ST800","Gemini MOVA GSM","NO",397497,402556,"MOVA","","",,"","","Tameside","0","",-2.039215,53.519685,"","",0,0,"Point","",""
"9/014","Dunham Rd/Regent Rd/Booth Rd","Signal","ST800","Gemini MOVA GSM","NO",376359,387925,"MOVA","","",,"","","Trafford","0","",-2.356921,53.387651,"","",0,0,"Point","",""
"4/029","Oldham Rd /South of Poplar St","Double Puffin","ST700","Gemini GSM","NO",388683,400969,"RMS","","",,"","","Oldham","","",-2.172087,53.505304,"","",0,0,"","","PEDESTRIAN"
"220","Trinity St/Manchester Rd/Lower Bridgeman St","Signal","ST800","TC12","NO",371996,408785,"SCOOT","AB","COMPLETED",,"Summer 2008","Awaiting Modem reconfig.","Bolton","","",-2.42438,53.574927,"","",0,0,"","",""
"231","Manchester Rd/Lower Bridgeman St","Signal","ST800","Unspecified","NO",372040,408709,"SCOOT","AB","COMPLETED",,"Summer 2008","Awaiting installation of detector packs.","Bolton","","",-2.423703,53.574243,"","",0,0,"","",""
"10/013","Market St/Crab Tree Ln","Signal","ST800","Gemini GSM","NO",367509,403108,"RMS","J5","PLANNED",,"","","Wigan","","",-2.491556,53.523647,"","",0,0,"","",""
"10/219","Liverpool Rd /South of Whistley St","Puffin","ST700","Gemini GSM","NO",360525,403041,"RMS","","",,"","","Wigan","","",-2.596884,53.522555,"","",0,0,"","","PEDESTRIAN"
"10/021","Westleigh Ln/Nel Pan Ln","Signal","ST800","Gemini MOVA GSM","NO",365058,401851,"MOVA","","",,"","","Wigan","","",-2.52838,53.512183,"","",0,0,"","",""
"9/059","Stockport Rd /South of Osbourne Rd","Puffin","ST700","Gemini GSM","NO",377117,388196,"RMS","","",,"","","Trafford","","",-2.345538,53.390119,"","",0,0,"","","PEDESTRIAN"
"1197","Chapel Ln/Poolstock Ln/Westwood Rd","Signal","ST800","Gemini UTMC","NO",358215,404825,"SCOOT","JV","COMPLETED",20071114,"","","Wigan","","",-2.631954,53.538411,"","",0,1,"","","TOUCAN"
"1192","Chapel Ln/Waterside Dr","Signal","ST800","Gemini UTMC","NO",358199,404951,"SCOOT","JV","COMPLETED",20071114,"","","Wigan","","",-2.63221,53.539545,"","",0,1,"","","TOUCAN"
"830","Trinity Way/Chapel St","Signal","ST800","Gemini UTMC","NO",383015,398543,"SCOOT","FT","COMPLETED",20070101,"","","Salford","","",-2.257422,53.483345,"","",0,1,"Point","",""
"877","Eccles Old Rd /East of Chaseley Rd","Puffin","ST750","Gemini UTMC","NO",380047,399508,"UTC_FT","","",,"","","Salford","","",-2.302205,53.491914,"","",1,0,"","","PEDESTRIAN"
"876","Wellington St/Churchgate","Signal","ST800","Gemini UTMC","NO",389898,390310,"UTC_FT","GO","COMPLETE",20150709,"","","Stockport","","",-2.153433,53.409525,"","",0,1,"","",""
"10/101","Whelley /North of Plantation Gates/Cannon Sharples School","Puffin","ST800","Gemini GSM","NO",359468,406706,"RMS","","",,"","","Wigan","","",-2.613295,53.555423,"","",0,0,"","","PEDESTRIAN"
"10/010","Wigan Rd /South of Norbury St","Puffin","ST700","Gemini GSM","NO",364802,400464,"RMS","","",,"","","Wigan","","",-2.532084,53.499699,"","",0,0,"","","PEDESTRIAN"
"1128","Chester Rd/Mancunian Way Gyratory (City Side)","Signal","ST900","Unspecified","NO",383043,397325,"UTC_FT","","",,"","","Manchester","","",-2.256929,53.472395,"","",0,0,"","",""
"1/129","Blackrod Bypass/Manchester Rd","Signal","ST800","Gemini MOVA GSM","NO",362750,409251,"MOVA","","",,"","","Bolton","","",-2.564056,53.578534,"","",0,0,"","",""
"9/061","Parkway/Trafford Centre Egress","Signal","ST800","Gemini MOVA GSM","NO",377756,396017,"MOVA","","",,"","","Trafford","","",-2.336484,53.460439,"","",0,0,"","",""
"4/089","Glodwick Rd /North of Southlink","Toucan","ST700","Gemini GSM","NO",393666,404970,"RMS","","",,"","","Oldham","","",-2.097041,53.54135,"","",0,0,"","","TOUCAN"
"1407","Every St/Ancoats Grove","Signal","ST800","Unspecified","NO",385638,398020,"SCOOT","CI","COMPLETED",20070301,"","","Manchester","","",-2.217861,53.478719,"","",0,1,"","",""
"189","Moor Rd/Lawnhurst Ave/METROLINK","Signal","ST950 ELV","","NO",380475,389764,"UTC_FT","","",,"","","Manchester","","",-2.295143,53.40435,"","",0,0,"","",""
"343","Manchester Rd/Moss Way/Lord Sheldon Way","Signal","ST800","Gemini UTMC","NO",391987,398148,"SCOOT","HM","COMPLETED",20070802,"","","Tameside","","",-2.122202,53.480013,"","",0,1,"","",""
"344","Manchester Rd/Lord Sheldon Way /Snipe Way","Signal","ST800","Gemini UTMC","NO",391828,398083,"SCOOT","HM","COMPLETED",20070802,"","","Tameside","","",-2.124603,53.479419,"","",0,1,"","",""
"345","Manchester Rd /East of Gainsborough Rd","Double Pelican","ST700","Gemini UTMC","NO",391724,398029,"SCOOT","HM","COMPLETED",20070802,"","","Tameside","","",-2.126165,53.478934,"","",0,1,"","","PEDESTRIAN"
"346","Lord Sheldon Way/Moss Way/METROLINK","Signal","ST900 ELV","Gemini UTMC","NO",391919,398292,"SCOOT","HM","COMPLETED",20070801,"","","Tameside","","",-2.12324,53.481303,"","",0,1,"","",""
"366","Lord Sheldon Way/Alexandria Dr/Gardeners Way/METROLINK","Signal","ST800","Gemini UTMC","NO",392074,398624,"SCOOT","HM","COMPLETED",20070802,"","","Tameside","","",-2.120914,53.484288,"","",0,1,"","","TOUCAN"
"162","Barlow Moor Rd/Hardy Ln/Mauldeth Ln","Signal","ST950ELV in","Gemini UTMC","NO",382133,392897,"SCOOT","CW","COMPLETED",20160501,"","","Manchester","","",-2.270387,53.432567,"","",0,0,"Point","",""
"1045","Barlow Moor Rd /South of Hardcastle Ave","Puffin","ST700","Gemini UTMC","NO",382323,392703,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.267512,53.430825,"","",0,1,"Point","","PEDESTRIAN"
"13","Barlow Moor Rd/High Ln/Zetland Rd/Sandy Ln","Signal","ST800","Gemini UTMC","NO",381839,393605,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.274853,53.43892,"","",0,1,"Point","",""
"14","Wilbraham Rd/Barlow Moor Rd/Manchester Rd","Signal","ST800","Gemini UTMC","NO",381685,394009,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.277195,53.442546,"","",0,0,"Point","",""
"19","Barlow Moor Rd /North of Malton Ave","Puffin","ST750","Unspecified","NO",381866,393507,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.274441,53.43804,"","",0,1,"Point","","PEDESTRIAN"
"198","Barlow Moor Rd /North of Napier Rd","Puffin","ST700","Gemini UTMC","NO",381769,393849,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.275921,53.441111,"","",0,1,"Point","","PEDESTRIAN"
"1075","Wilbraham Rd /East of Oswald Rd","Puffin","ST700","Gemini UTMC","NO",381462,394018,"SCOOT","CW","COMPLETED",20160501,"","","Manchester","","",-2.280553,53.442619,"","",0,1,"Point","","PEDESTRIAN"
"1076","Wilbraham Rd/Albany Rd/Corkland Rd","Signal","ST800","Gemini UTMC","NO",381843,394004,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.274821,53.442505,"","",0,1,"Point","",""
"152","Barlow Moor Rd /South of Cundiff Rd","Puffin","ST700","Gemini UTMC","NO",382001,393066,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.272384,53.434081,"","",0,1,"Point","","PEDESTRIAN"
"190","Barlow Moor Rd /South of Beech Rd","Puffin","ST700","Gemini UTMC","NO",381910,393336,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.273774,53.436506,"","",0,0,"Point","","PEDESTRIAN"
"1077","Barlow Moor Rd /North of Nicholas Rd","Puffin","ST700","Gemini UTMC","NO",381606,394173,"SCOOT","CW","COMPLETED",20060501,"","","Manchester","","",-2.278397,53.444019,"","",0,0,"Point","","PEDESTRIAN"
"128","Stockport Rd/Dickenson Rd","Signal","ST800","Gemini UTMC","NO",386820,395543,"SCOOT","CL","COMPLETED",20030201,"","","Manchester","","",-2.199953,53.456489,"","",0,1,"","",""
"129","Stockport Rd/Slade Ln","Signal","ST800","Gemini UTMC","NO",386942,395371,"SCOOT","CL","COMPLETED",20030201,"","","Manchester","","",-2.198108,53.454946,"","",0,1,"","",""
"1049","Dickenson Rd/St Johns Rd/Hamilton Rd","Signal","ST800","Gemini UTMC","NO",386691,395489,"UTC_FT","CL","",,"","","Manchester","","",-2.201893,53.456,"","",0,1,"","",""
"1050","St Johns Rd /North of Mitre Rd","Pelican","ST750","","NO",386645,395629,"UTC_FT","CL","",,"","","Manchester","","",-2.202592,53.457257,"","",0,1,"","","PEDESTRIAN"
"1083","Stockport Rd/Crowcroft Rd","Signal","ST800","Gemini UTMC","NO",387206,394999,"SCOOT","CV","COMPLETED",20060101,"","","Manchester","","",-2.194113,53.451604,"","",0,1,"","",""
"1199","Kirkmanshulme Ln /West of New Bank St","Pelican","ST750","Gemini UTMC","NO",386718,395874,"SCOOT","CL","COMPLETED",20030101,"","","Manchester","","",-2.201503,53.459461,"","",0,1,"","","PEDESTRIAN"
"1205","Stockport Rd/Plymouth Grove/Birch Ln","Signal","ST800","Gemini UTMC","NO",386517,395921,"SCOOT","CL","COMPLETED",20030101,"","","Manchester","","",-2.204532,53.459878,"","",0,1,"","",""
"1206","Stockport Rd/Kirkmanshulme Ln/St Johns Rd","Signal","ST800","Gemini UTMC","NO",386612,395836,"SCOOT","CL","COMPLETED",20030101,"","","Manchester","","",-2.203097,53.459117,"","",0,1,"","",""
"1233","Stockport Rd /North of Mitre Rd","Puffin","ST750","Gemini UTMC","NO",386707,395698,"SCOOT","CL","COMPLETED",20030101,"","","Manchester","","",-2.201661,53.457879,"","",0,1,"","","PEDESTRIAN"
"1207","Stockport Rd/Matthews Ln/Midway St","Signal","ST900","Gemini UTMC","NO",387333,394705,"SCOOT","CV","COMPLETED",20060601,"","","Manchester","","",-2.192193,53.448968,"","",0,1,"","",""
"127","Stockport Rd/Albert Rd/Cromwell Grove","Signal","ST800","Gemini UTMC","NO",387366,394180,"SCOOT","CV","COMPLETED",20050601,"","","Manchester","","",-2.191671,53.444255,"","",0,1,"","",""
"913","Wellington Rd North/Crossley Rd","Signal","ST900 LV","Gemini UTMC","NO",387857,393190,"SCOOT","CV","COMPLETED",20040301,"","","Stockport","","",-2.184244,53.435364,"","",0,1,"","",""
"1044","Stockport Rd/Broom Ln","Signal","ST800","Gemini UTMC","NO",387736,393512,"SCOOT","CV","COMPLETED",20030801,"","","Manchester","","",-2.186078,53.438256,"","",0,1,"","",""
"1079","Stockport Rd /North of Cronshaw St","Puffin","ST750","","NO",387670,393635,"SCOOT","CV","COMPLETED",20040201,"","","Manchester","","",-2.187076,53.43936,"","",0,1,"","","PEDESTRIAN"
"1082","Stockport Rd /South of Woodfold Ave","Puffin","ST700","Gemini UTMC","NO",387371,394564,"SCOOT","CV","COMPLETED",20050601,"","","Manchester","","",-2.191615,53.447703,"","",0,1,"","","PEDESTRIAN"
"1086","Stockport Rd /South of Cringle Rd","Puffin","ST750","Gemini UTMC","NO",387773,393424,"SCOOT","CV","COMPLETED",20040301,"","","Manchester","","",-2.185517,53.437467,"","",0,1,"","","PEDESTRIAN"
"943","Wellington Rd North /South of Weybrook Rd","Toucan","ST750","Gemini UTMC","NO",387938,393023,"SCOOT","CV","COMPLETED",20040301,"","","Stockport","","",-2.183021,53.433863,"","",0,1,"","","TOUCAN"
"1080","Stockport Rd /South of Crayfield Rd","Puffin","ST750 ELV","Gemini UTMC","NO",387566,393800,"SCOOT","CV","COMPLETED",20060601,"","","Manchester","","",-2.18865,53.44084,"","",0,1,"","","PEDESTRIAN"
